city_ascii;lat;lng
Alampur;248721;838829
Steger;414723;-876176
Bay St. Louis;303281;-893774
Schubelbach;471733;89264
Nea Michaniona;404644;228606
Chinnayagudem;170470;814810
Catanduvas;-270708;-516619
Cervera;416657;12710
Pararia;263400;875896
Bendapudi;172673;823758
Cunday;40833;-746667
La Paz;-334667;-675500
Sadarak;397175;448764
Pudukkottai;106118;780505
Sosale;122330;769170
Bhui;250894;853888
Chaplynka;463629;335302
Langnau;469433;77853
Gurmaila;254829;873490
Onchan;541750;-44550
Aksay;433725;464450
Parempuyre;449492;-6050
Brandon;524474;6242
Chita;61667;-724167
Mogadouro;413333;-67167
Nittendorf;490256;119589
Nepi;422436;123464
Rauco;-349167;-713167
Ipuiuna;-220989;-461900
Nalbach;493833;67833
Lugde;519500;92500
Bang Khla;137268;1012105
Castel Gandolfo;417469;126519
Juprelle;507167;55333
Penaballi;172103;806978
Amherst;458167;-642167
Pohrebyshche;494869;292733
Chahar Borj-e Qadim;371231;459761
Legnaro;453500;119667
El Amim;322067;-72629
Ghalib Kalan;308372;753902
Bull Mountain;454125;-1228320
Sankt Valentin;481747;145333
Istrana;456833;121000
Fossombrone;437000;128167
Mendicino;392628;161945
Amityville;406696;-734156
Ambatolahy;-197333;472833
Neuried;480933;114658
Iaras;-228667;-491667
Tadworth;512940;-2420
Aguia Branca;-189828;-407400
Ecatzingo;189500;-987500
Rehau;502500;120167
Sturgeon Bay;448228;-873660
Shanklin;506333;-11750
Ramapattanam;107106;769183
Moranha;271874;949156
Viagrande;376167;151000
Pokotylivka;499139;361750
Burayevo;558425;554056
Eurajoki;612000;217333
Aragona;374019;136183
Morehead City;347308;-767388
Rudraprayag;302800;789800
Modra;483317;173089
Sukkampatti;105267;781728
Pagqen;339739;999083
Hemau;490519;117828
Bageshwar;298380;797710
Villa Castelli;405833;174833
La Loggia;449577;76673
Ouedeme;67000;16833
Hagaribommanahalli;150400;762000
Carencro;303126;-920388
Bastrop;301113;-973176
Succasunna;408530;-746568
Hernando;289451;-823781
Waltham Cross;516860;-331
Whitestown;399706;-863612
Periyapodu;106099;768786
Orchies;504747;32442
Sogam;345014;743823
Gandhwani;223400;750048
Varre-Sai;-209308;-418689
Ganaram;185275;782450
Ikeda;364212;1378746
Hostivice;500814;142525
Vallahbhapuram;163528;807175
Gomaringen;484519;90997
Angichettippalaiyam;117742;795255
San Jose Guayabal;138500;-891000
Bom Jesus;-59839;-355808
Zacualpan de Amilpas;187836;-987594
Gonfreville-l'Orcher;495053;2331
Tomah;439879;-904999
Pasivedalajimma;170072;818292
Miltenberg;497039;92644
Halgeri;145551;756099
Rauenberg;492678;87036
Sassnitz;545164;136411
Monett;369218;-939278
Cherniakhiv;504550;286653
Chechen-Aul;432000;457889
Cedar Hills;455047;-1228053
The Village;355706;-975567
Aniskino;559417;381500
Ja`fariyeh;347894;505747
Mosciano Sant'Angelo;427500;138833
Claymont;398032;-754607
Nyzhnohirskyi;454464;347344
Nakoushi;266825;1279728
Cajvana;477044;259694
Oakville;415893;-730905
Tambura;55900;274700
Aleksandrovsk-Sakhalinskiy;509000;1421500
Triunfo;-65789;-385969
Halge;158800;745600
Bohemia;407717;-731271
Wallerfangen;493278;67208
Lake Mohawk;410149;-746640
Meadowbrook;333935;-867041
Pallippatti;118722;778970
Lesnoy Gorodok;556417;372042
Govindapalle;153525;785224
Sungal;329392;746935
Juraqan;348850;485544
Savignano sul Panaro;444833;110333
An Chau;213333;1068500
Nelali;109282;774832
Lanta;71000;18667
Andanappettai;107498;798226
Adjido;70333;19833
Ananas;-63658;-480728
Greenwood;352134;-942408
Louisville;408370;-812643
Sauzal;284799;-164357
Martano;402000;183000
Caracuaro;190167;-1011260
Rudnya;549500;311000
Herenthout;511500;47667
Gaggiano;454048;90349
North Gates;431718;-777064
Middlesborough;366127;-837227
Binfield;514320;-7920
Onnaing;503878;35981
Iseo;456586;100536
Perigny;461528;-10964
Belvedere Marittimo;396167;158667
Elgin;303526;-973883
Ramara;446333;-792167
Aadorf;474939;88975
Lamarao;-117828;-389000
Dharhwa;269104;842769
Burela de Cabo;436500;-74000
Matawan;404127;-742365
Suances;434333;-40500
Kadlabalu;150400;762000
Lititz;401540;-763044
Minano;360708;1390988
Sindos;406706;228056
Planaltino;-132589;-403689
Granada;45186;-743514
Harvard;424296;-886211
Esperantina;-53428;-485108
Grinnell;417359;-927244
Soubakaniedougou;104824;-50098
Yutsa;439625;429875
Jajireddigudem;173278;795711
Dhamnod;234421;749744
Terra Roxa;-207889;-483300
Santanopolis;-120169;-388669
Castellabate;402789;149528
Conning Towers Nautilus Park;413850;-720684
Itiki;149510;760944
Susari;221797;747577
Huedin;468700;230300
Arenapolis;-144500;-568458
Parabita;400500;181333
Riachuelo;-107278;-371869
Hombrechtikon;472500;87667
Vallendar;503971;76220
Perwez;506241;48150
Zwenkau;512175;123242
Middletown;382410;-855214
Nieuwleusen;525833;62833
Mhajar;351200;-34900
Bystrzyca Klodzka;503000;166500
Dielheim;492825;87347
Opalenica;523078;164136
Sidi El Hattab;322667;-72833
Oakwood;397202;-841734
Villacanas;396333;-33333
Middletown;402010;-767289
Gooik;508000;41167
Grossos;-49800;-371550
Ablu;303391;747879
Davuluru;162625;807436
Danesfahan;358108;497422
Leeds and the Thousand Islands;444500;-760800
Filottrano;434333;133500
Varzea do Poco;-115289;-403200
Bethel;398458;-754891
Carignan;454500;-733000
Brockton;441667;-812167
Sao Domingos;-265578;-525319
East Brandywine;400364;-757505
Tarazu;342714;745009
Vega Alta;184151;-663211
Hartland;431029;-883396
Farsala;392833;223833
La Chapelle d'Armentieres;506728;28950
Budenheim;500167;81667
Wau;-73389;1467167
Kirs;593500;522500
Missaglia;457000;93333
South Abington;414900;-756891
La Ferte-Bernard;481867;6544
Cambridge;455612;-932283
La Mujer;367523;-26838
Almagro;119108;1242852
Shira;544939;899628
Capbreton;436419;-14322
San Francisco Libre;125061;-862997
Mohelnice;497770;169195
Mandalavadi;126073;786055
Hegde;144667;744167
Dubrovytsya;515667;265667
Olho d'Agua do Casado;-95000;-378167
Villa Canas;-340000;-616000
Cape Elizabeth;435891;-702380
Midland;471734;-1224120
Asolo;458000;119167
Alawandi;152303;759801
Ban Tha Phra;163298;1027998
Lillebonne;495208;5375
Great Dunmow;518730;3617
Clarksville;354570;-934803
Kodigenahalli;137214;773863
Madanancheri;127034;785991
Harqalah;360333;105000
Nagayalanka;159500;809167
Donabagatta;138951;757015
Yanchep;-315500;1156340
Esanai;113004;788314
Adolfo Gonzales Chaves;-380333;-600833
Pandino;454000;95500
Incline Village;392639;-1199455
Sirali;221519;770617
Niesky;513000;148167
Pryor Creek;362996;-953107
Lovosice;505151;140511
Raunds;523450;-5370
Braslaw;556391;270318
Les Sorinieres;471483;-15294
Borovskoy;537964;641894
Tissint;299006;-73203
Pizzo;387333;161667
Barun;248602;842232
Silaiyampatti;98732;773927
Trebisacce;398667;165333
's-Gravendeel;517833;46167
Livron-sur-Drome;447728;48431
Kottapalem;174360;824950
Vochaiko;379333;228000
Grigoriopol;471503;292925
Cross Lanes;384351;-817707
Konduru;166780;805730
Maddur;168667;776167
Ledbury;520339;-24235
Waiuku;-372490;1747300
Teisendorf;478500;128167
San Fructuoso de Bages;417507;18727
Kurichchi;117276;784102
Mohammad Yar;369831;455239
Huinca Renanco;-348333;-643833
Mooresville;396022;-863681
Laufenburg (Baden);475656;80647
Le Muy;434725;65664
Turin;139667;-898167
Abra Pampa;-227167;-657000
Teghra;264929;863680
Wunsiedel;500167;120167
Alma;433799;-846556
Dunblane;561838;-39674
Bad Laer;521031;80892
Catral;381594;-8050
San Sebastian de la Gomera;280922;-171100
Castelli;-259500;-606167
Country Club Estates;312113;-814622
Alfredo Wagner;-277000;-493339
Santa Maria;-249389;-518628
Budamangalam;123792;792308
Montes Altos;-58308;-470669
Orivesi;616750;243583
Mudhol;156406;759531
Gammasa;314182;-83784
Varzedo;-129708;-393939
Dehri;254252;838201
Diamondhead;303791;-893707
Greenville;409986;-738189
Havre;485427;-1096804
Cisterniga;416167;-46833
Spata;379667;239167
Negrete;-375833;-725333
Krasnoslobodsk;544333;438000
San Ignacio;97997;-841630
Bethalto;389015;-900466
Puttai;118957;788874
Sa Pa;223356;1038419
Mutis;62167;-774000
Savenay;473611;-19419
Mendig;503744;72808
Aniva;467167;1425167
Amtala;261000;913900
Santa Comba;430383;-88142
Stevenston;556450;-47580
Lidzbark;532603;198211
Sorala;191492;847025
Gouvieux;491878;24161
Treia;433114;133131
Gangapatnam;145237;801521
Duvvuru;145507;798331
Narayanpur;178589;769733
Laghzawna;331890;-76840
Sandy Hook;414128;-732440
Velampatti;102311;782294
Bridge City;300298;-938406
Le Rheu;481019;-17956
Nandnawan;250785;860960
Ameskroud;305308;-93283
Verkhneyarkeyevo;554458;543168
Yenmangandla;168839;780332
La Bruyere;505000;48000
Hallstadt;499333;108833
Kandel;490833;82000
Melpanaikkadu;102599;791169
Morubagalu;139702;770411
Schlangen;518167;88331
Lower Swatara;402188;-767602
Muro del Alcoy;387797;-4361
Porcari;438415;106163
Madeira;391856;-843734
Helsinge;560222;121972
Narpes;624667;213333
Saeby;573294;105322
St. Stephens;357642;-812746
Biblis;496841;84508
Santa Maria de Cayon;433114;-38525
Lamorlaye;491550;24408
Tysmenytsia;489008;248492
Sibilia;150000;-916167
Cavalcante;-137978;-474578
Pfedelbach;491750;95056
Le Mont-sur-Lausanne;465217;66269
Tonneins;443897;3083
Sene;476197;-27372
Kose;402100;396511
Kod;228850;751862
Bovalino Marina;381500;161667
Columbia City;411612;-854855
Denham Springs;304743;-909593
Tala;243735;811989
Douar Ezzerarda;347667;-58333
Sompting;508303;-3395
Chaponost;457103;47422
Gugi;167292;767469
Chesapeake Ranch Estates;383574;-764147
Laurentian Valley;457681;-772239
Sabinanigo;425186;-3643
Savadi;156469;756758
Kolkwitz;517496;142457
San Lorenzo;140333;-897833
Chinna Kalaiyamputtur;104714;774657
Countryside;390518;-774124
University of Virginia;380405;-785164
Coccaglio;455633;99783
Curepto;-350833;-720167
Hirehalli;143200;766400
Lempdes;457711;31936
Pedda Mupparam;174792;796817
Ifigha;366667;44167
Rampatti;260028;868014
Irshava;483172;230375
Igarata;-232044;-461561
Ouled Rached;362119;41106
Rochelle;419197;-890629
Acucena;-190728;-425458
Borio;250344;875925
West Glens Falls;433057;-736964
Navappatti;117393;777836
Neginhal;157900;747500
Tettu;136275;784322
Dardilly;458056;47531
Avabodji;64533;25275
Mirjaveh;290147;614500
Sherborne;509469;-25171
Kargat;551956;802811
Currumbin;-281580;1534690
Le Petit-Couronne;493856;10275
Munagala;170500;798333
East St. Paul;499772;-970103
Edeleny;482967;207442
Kurichedu;159026;795773
Folignano;428167;136333
La Jigua;150333;-888000
La Fare-les-Oliviers;435517;51947
Belakvadi;122550;771225
Gudivada;173974;827908
Slateng Dua;-81324;1139836
Kruszwica;526772;183292
Riacho dos Machados;-160058;-430489
Manhattan;414274;-879805
Risaralda;51667;-757500
Mound;449328;-936591
Newmarket;430691;-709516
Aidlingen;486792;88969
Warren;418434;-791444
Lubuagan;173500;1211833
Siteia;352000;261000
Heath;328439;-964674
Richterich;508086;60625
Prospect;414993;-729761
Sangam;178958;795708
Hamsavaram;172938;824942
Hathapur;265609;860247
Tecklenburg;522194;78125
Mosrah;186155;779718
Tvrdosin;493343;195548
Kibaya;-53014;365825
Babai Kalan;228313;786774
Dowlatabad;352822;595197
Jori Kalan;242045;848770
Pesca;55833;-730500
Mahagaon;175211;769150
Kopong;-244686;258922
Longvic;472878;50636
Ingleshwar;165900;759600
Moka;-202190;574960
Florence;439916;-1241063
Nova Paka;504945;155151
Monteforte d'Alpone;454167;112833
Lorraine;456833;-737833
Isbergues;506233;24567
Green Cove Springs;299904;-816807
Verkhneuralsk;538833;592500
Podenzano;449500;96833
Crestline;342486;-1172887
Hirehaluhosahalli;150105;768360
Haiku-Pauwela;209156;-1563022
Ariranha;-211878;-487869
Khotyn;485078;264860
Nagykallo;478833;218500
Riverside;418310;-878169
Quirino;171383;1206764
Ipiranga do Piaui;-68278;-417408
Merrill;451820;-896994
Ghat Borul;177700;771400
Segni;416833;130167
Hillsborough;360679;-790991
Betania;57500;-759667
Narsingi;180446;784254
Werneuchen;526333;137333
Fort Stewart;318811;-816131
Grabels;436481;38017
Kyritz;529500;124000
Evergreen;396349;-1053356
Willow Street;399810;-762706
Vila Nova de Cerveira;419667;-86833
Vendin-le-Vieil;504739;28661
Gramsh;408667;201833
Telaprolu;165860;808900
Cherasco;446500;78667
Bojaca;47336;-743422
Sangaree;330327;-801253
Ineu;464258;218369
Koheda;181709;790934
Dodji-Bata;66833;22833
Nansio;-21078;330864
Porangaba;-231758;-481250
Hohenhameln;522600;100664
Banaruyeh;280842;540483
Ventnor City;393457;-744860
Yeldurti;179074;783721
Kaleybar;388664;470406
Lacchiarella;453250;91400
Sainte-Julienne;459700;-737200
Binisalem;396831;28333
Rensselaer;426465;-737328
Hyrum;416325;-1118445
Tirano;462164;101689
Kot Umachigi;155426;757710
Seydunganallur;86624;778293
Masandra;445167;341833
Concepcion;84167;1236000
Shimizu;430113;1428846
Ecorse;422489;-831399
Blackfalds;523833;-1138000
Adakli;392308;404781
Tirumalaippatti;113353;782194
Yvoir;503333;48833
Belousovo;550833;366667
Reggiolo;449167;108167
Velakalnattam;125505;784429
Altinyayla;392725;367511
Hatti Mattur;149435;754239
Dores de Campos;-211089;-440228
Nakhon Thai;171011;1008296
Manzanares el Real;407272;-38611
Borgo a Buggiano;438833;107333
Landquart;469688;95503
Sint-Martens-Lennik;508000;41500
Caluco;137167;-896500
Skwierzyna;526000;155000
Kirrayach;266322;783423
San Jorge;136833;-883833
Inveruno;455167;88500
Panjampatti;103178;779263
Kunimedu;120885;798940
Kadganchi;174437;766595
Khetko;237554;859122
Dhobipet;174716;780870
Miryal;175661;788095
Hualane;-349765;-718048
Mechanicsburg;402115;-770060
Lansdowne;392365;-766659
Woodway;314988;-972314
Koshanam;113701;773523
Damal;128860;795922
Bad Liebenwerda;515167;134000
Mels;470497;94167
Plymouth;423718;-834680
Milajerd;346219;492078
Clermont-l'Herault;436272;34322
San Jose La Arada;147167;-895833
Cinderford;518225;-24989
Igaratinga;-199550;-447089
Magdalena;-350833;-575167
Paula Candido;-208739;-429800
Sheffield;347570;-876977
Highland Park;424052;-830977
Terra Nova;-82300;-393758
Nittenau;492000;122667
Capilla del Senor;-342833;-591000
Lo Miranda;-341900;-708900
Teolo;453500;116667
Heusden;510281;38000
Velykyi Bychkiv;479714;240047
Seddouk Oufella;366061;46389
Vel'ke Kapusany;485503;220847
Springs;410212;-721584
Guryongpo;359833;1295500
Sriramapuram;164071;802971
Stauceni;470875;288703
Kiskunlachaza;472000;190167
Winchester;351898;-861075
Fairview;359815;-871291
Augusta;376955;-969919
Nong Kung Si;166500;1033000
Mahomet;401888;-883901
Corgao;157096;737497
Hohenbrunn;480500;117000
Akalgarh;308019;758582
Zorbig;516167;121167
Chennayyanakote;122719;759559
Yellanda;177929;795912
Kambur;101599;783264
Borgosatollo;454761;102400
Washington;409884;-740636
Malahide;427928;-809361
Saumalkol;532914;681094
Molbergen;528667;79333
Urbach;488133;95789
Balao;-29100;-798100
Moman Barodiya;236042;763364
Didymoteicho;413500;265000
Babadag;448981;287419
Tanakoub;351091;-54577
Monte Rico;-244514;-651667
Carignano;449069;76732
Philippeville;502000;45500
Antonio Dias;-196528;-428719
Axixa do Tocantins;-56169;-477689
Gonzaga;449500;108167
Hunenberg;471761;84264
Kirchberg;474000;90333
Quakertown;404398;-753455
Gerstungen;509625;100597
Tlahuiltepa;209233;-989497
Suwannaphum;156078;1038000
Piliscsaba;476167;188333
Varatanapalli;125828;783020
Pedda Pendyala;179230;794085
Kotabommali;185333;841667
Herculandia;-220036;-503853
Burscough;535960;-28430
Juruaia;-212528;-465769
Pozo Almonte;-202667;-698000
Riverdale;411732;-1120023
Gnarrenburg;533864;90050
Momchilgrad;415333;254167
Guttikonda;164300;798340
Mallaram;187540;781120
Aljustrel;379167;-81667
Sucha Beskidzka;497403;195886
Torgelow;536167;140000
Zhur;421639;206211
Horodenka;486675;255003
Westerland;549100;83075
Kanavaypatti;101857;777347
Chikkerur;145326;753084
Fuldabruck;512667;94833
Sucre;59230;-737950
Zavyalovo;567922;533756
Santa Maria del Tule;170465;-966363
Oulad Cherif;317667;-77833
Vignate;455000;93667
Tummapudi;163780;806231
Roanoke;330144;-972276
Kawara;140706;56715
Tillaivilagam;104127;795547
Chotebor;497208;156703
Neustadt;507333;117500
Sidi Lahsene;340999;-26219
Chala;-158519;-742500
Stansted Mountfitchet;518980;1980
Guarare;78200;-802700
Frodsham;532950;-27250
Salto Grande;-228928;-499858
Altenbeken;517667;89333
Biberist;471828;75586
Sugar Grove;417759;-884481
Valky;498386;356217
Maddur;132397;795653
Reshetylivka;495636;340763
Paredes de Coura;419127;-85622
Chettiyapatti;104240;778228
Tumberi;126986;785856
Rio del Mar;369607;-1218807
Dodda Siddavvanahalli;142200;764000
Palocabildo;51333;-750333
Grodek Nad Dunajcem;497333;207167
Kaniwara;222145;797366
Pokrovsk;614833;1291500
Troina;377833;146000
Guatape;62333;-751667
Dirusumarru;164722;815295
Rajod;229501;750640
Malalbergo;447167;115333
Nizhniye Sergi;566667;593167
Zabok;460333;159167
St. Francis;429716;-878730
Falan;51333;-749500
Southside;339007;-860238
Chillicothe;397953;-935499
Melgaco;421167;-82667
Nato;-223000;478167
Kelso;-334186;1496056
Laurens;345022;-820207
Forestdale;335737;-869000
Dunn Loring;388945;-772315
Kalanchak;462581;332843
Fort Polk South;310512;-932159
Ashland;398782;-750085
Ardooie;509667;31833
Zulakallu;164442;797874
Lanivo;-222833;478167
Le Thor;439292;49944
Salzhemmendorf;520667;95833
Montoro;380167;-43833
Pong Nam Ron;129057;1022663
Zoeterwoude;521333;45000
Ambara;221892;786903
Naduvalur;114800;786500
Colorno;449333;103833
Hosuru;153797;774598
Abaira;-132500;-416639
Obukhivka;485442;348664
Surak;365950;532075
Rosario do Catete;-106958;-370308
Carneiros;-94828;-373769
Oborniki Slaskie;512986;169017
Une;44019;-740250
Gholia Kalan;306726;751800
Waseca;440827;-935029
Aliquippa;406155;-802547
Adami Tulu;78667;387000
Aslanapa;392167;298667
Bahabad;318719;560239
Honganur;119400;769500
Ziebice;506000;170333
Dahbed;397636;669131
Nangis;485550;30147
Haram;626665;61894
Tummalacheruvu;177667;808000
Agadallanka;167123;812732
Yaxley;525200;-2600
Saint-Paul-Trois-Chateaux;443489;47686
Segorbe;398519;-4896
Saint-Claude;463872;58633
Potangal;185661;777742
Saint-Philbert-de-Grand-Lieu;470350;-16400
Dharmajigudem;169000;810000
Freystadt;492000;113167
Douar Snada;350667;-42167
Kovvali;167333;811667
Berndorf;479428;161036
Soresina;452865;98570
Shawano;447748;-885843
Montagnana;452333;114658
Luzzi;394500;162833
Hirayama;336467;1305001
Furth im Wald;493097;128400
Balvadi;214412;752230
Moss Vale;-345500;1503833
I-n-Amenas;280500;95500
Vannikkonendal;89959;776245
Stryzhavka;493103;284808
Paszto;479202;197144
Charlotte;425662;-848304
Roquevaire;433494;56047
Almargem;388475;-92714
Baluntaicun;427594;863231
Golbaf;298850;577306
Oromocto;458488;-664788
Bassenge;507586;56086
Ponte Buggianese;438408;107475
Flanders;408412;-747102
Burlington;484676;-1223298
Harleysville;402792;-753873
Vadacheri;107324;785261
Lakhanapuram;187504;835534
Serramanna;394228;89217
Nort-sur-Erdre;474394;-14983
Mejillones;-231000;-704500
Peresecina;472500;287667
Tarcento;462167;132167
Chtiba;322000;-73000
Washington Terrace;411683;-1119783
Monserrat;393575;-6031
Allahpur;263434;778195
Sholaqqorghan;437650;691758
Frankfort Square;415219;-878031
Perondi;407833;199333
Krompachy;489139;208739
Beauraing;501092;49567
Checy;478936;20269
Wanaka;-447000;1691500
San Antonio;124140;1242790
Dalavaypattanam;106747;774845
Notre-Dame-de-Gravenchon;494892;5711
Maisaram;171329;784367
Padakanti;186942;782842
Eduttavaynattam;118057;788270
Canal Winchester;398437;-828126
Grants;351538;-1078335
O'Hara;405092;-798949
Bhelsi;247866;791281
Trittau;536167;104000
Thorigne-Fouillard;481597;-15797
Fredensborg;559750;124056
Kanchanpalli;177427;793128
Borgoricco;455167;119667
Nanguneri;84906;776588
Sidi Ouassay;300500;-96833
Bellerive-sur-Allier;461164;34042
Oak Hills Place;303690;-910887
L'Isle-Jourdain;436136;10808
San Manuel Chaparron;145167;-897667
Yesilyurt;400000;362200
Rockingham;349386;-797608
Nellutla;177034;791956
Unterageri;471386;85844
Furtwangen im Schwarzwald;480503;82092
Bir Tam Tam;339833;-46333
Glanmire;519167;-84000
Copceac;458500;286944
Wenzenbach;490747;121944
Pepillo Salcedo;197000;-717500
Rivesaltes;427689;28739
Santo Domingo Petapa;168167;-951333
Nettadahalli;121330;780671
Lorgues;434933;63611
Gudluru;150729;799012
Flowery Branch;341712;-839142
Gretz-Armainvilliers;487411;27342
Olesno;508750;184167
Pike Road;322939;-860900
Vinjam;132544;792630
Elsfleth;532333;84667
Egg;473019;86906
Blackstone;420399;-715313
Richmond Heights;386309;-903332
Bandamurlanka;165170;819880
Amapa;20528;-507928
Tibana;53167;-734000
Plon;541622;104214
Fujisawacho-niinuma;388585;1413493
Yel'sk;518167;291500
Oggiono;457833;93500
Vanduvancheri;104292;796498
Lunner;602528;106672
Neuhaus am Rennweg;505167;111500
Consaca;12000;-774667
Nagaoki;329781;1306057
Olds;517928;-1141067
Jerez de los Caballeros;383203;-67714
Kalicherla;138833;785333
Piriapolis;-349000;-552833
Mandurah;-325289;1157231
Villamediana de Iregua;424264;-24181
Maidencreek;404618;-758927
Mwaline al Oued;334467;-73283
Kilankundal;107543;777269
Tullukuttinayakkanur;98149;776808
Kozuchow;517500;156000
Zarbdor Shaharchasi;400747;681683
Zogno;457939;96656
Waldheim;510667;130167
Mustafabad;182787;787108
Aratuipe;-130789;-390019
Willowbrook;417641;-879454
Zychlin;522453;196236
Janglot;324353;755231
Horokhiv;504994;247650
Rompicherla;137228;790542
Modachchur;114415;774288
Palm Beach;266945;-800408
Ramnagar;328073;753112
Neuotting;482167;126833
Banak;278722;520289
Cardak;378247;296760
Beecher;430903;-837039
Benton Harbor;421159;-864488
Dorverden;528500;92333
Timmendorfer Strand;539944;107825
Channubanda;170331;808056
Petilia Policastro;391167;167833
Bundala;311429;756615
Bridgeport;393036;-802478
Mikhaylovka;439283;1320061
Memmelsdorf;499328;109533
Le Teil;445453;46822
Tulbagh;-332850;191378
Tournan-en-Brie;487406;27681
Ortenberg;503558;90553
Abalessa;228900;48472
Borgholzhausen;521000;83000
Chalgeri;145652;757166
Verdejante;-79256;-389717
Elze;521167;97333
Jainagar;243756;856443
Aviano;460667;125833
Glens Falls North;433350;-736832
Rain;486833;109167
Coqueiral;-211889;-454408
Usakos;-220000;156000
Virapperumanallur;117763;794466
Bingham;529520;-9530
Monteroni d'Arbia;432333;114167
Carbonita;-175269;-430158
Kandanati;156997;774757
Sangeorgiu de Mures;465500;244667
Bruchhausen-Vilsen;528333;90000
Costa Volpino;458306;100992
Bishamagiri;193849;844715
Kara-Bak;401583;708167
Salisbury;428465;-708616
Solita;8667;-756500
Castagneto Carducci;431667;106000
Hish;355464;366431
Al Bardiyah;317600;250750
Pa'in Chaf;372294;502539
Valasa;141632;769469
Koppunur;164867;793318
Carmen de Carupa;53503;-739053
Hundested;559667;118500
Boukhralfa;366144;50872
Bichura;505864;1075975
Gundumal;168939;777112
Pine Lake Park;400017;-742595
Villa Chalcatongo de Hidalgo;169929;-975498
Penugolanu;169771;804369
Kressbronn am Bodensee;475958;96000
Loeches;403833;-34000
Duchcov;506039;137464
Pedda Nindrakolanu;167342;813941
Ranjal;187458;779483
Dospat;416500;241667
San Zenon;92450;-744992
Tiburon;378854;-1224637
San Lorenzo de Descardazar;396090;32853
St. Anthony;450278;-932174
Palmeiras;-125289;-415589
Trilj;436167;167167
Crvenka;456583;194556
Panthersville;337059;-842763
Haddington;559560;-27810
Katoomba;-337150;1503120
Urania;-202458;-506428
Llagostera;418292;28933
Chadan;512833;915833
Iijima;356767;1379198
Kisslegg;477900;98842
Ochsenhausen;480722;99481
Estanzuelas;136500;-885000
Kottadindulu;164830;818330
East Grand Forks;479286;-970138
Huron East;436300;-812800
Castelnuovo Berardenga;433474;115044
Harahan;299374;-902031
Zeydabad;296000;555369
Campamento;69789;-752964
Queven;477886;-34153
Thandewala;304720;745898
Scenic Oaks;297038;-986712
Oberriet;473164;95664
Keregodu;126333;769167
Oakengates;526950;-24510
Burgos;165250;1204583
Riverside;410318;-735827
Lichtervelde;510333;31333
Velyki Luchky;484200;225611
Muhlhausen;492475;87239
Gtarna;329724;-79645
Kot Fatah;301122;751120
Rio Acima;-200878;-437889
Iguidiy;307467;-79258
Kaeng Khro;161086;1022581
Coronel Murta;-166189;-421819
Smithville;394929;-744801
Lugoff;342113;-806973
Nunihat;244843;871323
Thung Sai;162955;998089
Seini;477478;232853
Anisio de Abreu;-91889;-430458
Civitella in Val di Chiana;434167;117167
Guardiagrele;422000;142167
Kalas;150981;754067
Garsekurti;185083;789774
Cogoleto;443894;86461
Oak Hills;343910;-1174123
Silvarpatti;101180;776241
Kharsod B;232225;753860
Tarusa;547333;371833
Embalse;-321833;-644167
Velden am Worthersee;466125;140419
Sini;227933;859454
Sirikonda;171947;797775
Neuenkirchen;525167;80667
Doberlug-Kirchhain;516167;135667
Sauce;-300667;-587667
Dzhalka;433186;459878
Bolokhovo;540833;378333
Cutrofiano;401167;182000
Terrace Heights;466045;-1204393
Entraigues-sur-la-Sorgue;440031;49267
Tiachiv;480114;235722
Tineo;433095;-64922
Polakala;133458;788167
La Florida;13017;-774106
Tagapul-an;120500;1241500
Mnichovo Hradiste;505273;149714
Kodavatipudi;174887;826046
Vergiate;457167;87000
Woodbury;408176;-734703
Nelkattumseval;92400;775300
Bernolakovo;481992;173003
Navoloki;574667;419667
Farra di Soligo;458833;121167
Nimmekal;172372;796633
Paranaiguana;-189158;-506539
Pullalacheruvu;161584;794321
Kratovo;555911;381803
Somero;606333;235167
Roccastrada;430097;111683
Trissino;455667;113667
Tutrakan;440500;266167
Big Rapids;436992;-854806
Felino;446936;102420
Kosum Phisai;162430;1030627
Kharovsk;599500;402000
Stara Tura;487767;176961
Akat Amnuai;175898;1039859
Deshnur;157900;747500
Balumath;238298;847888
Amingaon;262300;916700
Aransas Pass;278876;-971136
Waldenbuch;486372;91317
Waterford;376429;-1207553
Fort Irwin;352477;-1166834
Herseh Chhina;317453;747830
Rathdrum;477948;-1168944
Osicala;138000;-881500
Igana;70333;27000
Rada Tilly;-459333;-675333
Wasilla;615770;-1494660
Yakakent;416222;355314
Salem;400539;-1116718
Saffle;591333;129333
Cheste;394797;-6844
Barhagarh;195676;845842
Des Peres;385973;-904480
Cresskill;409405;-739596
Lynwood;415235;-875510
Madnur;185000;776333
Zalishchyky;486392;257374
Pantano Grande;-301908;-523739
Epanomi;404261;229281
Pedrinhas;-111919;-376739
Redlands;390886;-1086582
Calamar;19206;-725542
Galbiate;458000;93833
Malangam;344383;745575
Middleton;437113;-1166157
Chitcani;467833;296167
Nagaiyampatti;114639;784801
Portlethen;570610;-21300
Chinna Mupparam;176319;798411
Breckerfeld;512667;74667
Amal;590500;127000
Shar;495858;810478
La Celia;50019;-760039
Tha Luang;150697;1011182
Bad Schussenried;480067;96586
Pappakudi;87520;775026
Beregadougou;107667;-47500
Herzberg;516833;132333
Deodora;226149;803616
Casca;-285608;-519778
Picture Rocks;323274;-1112558
Nanzhuang;245699;1210157
Silves;-28389;-582092
Vista Alegre do Alto;-211708;-486289
