city_ascii;lat;lng
Kitahiroshima;429855;1415631
Aketi;27333;237500
Stonecrest;336842;-841372
Rampur Hat;241700;877800
Cogan;105833;1239667
Sillod;203000;756500
Felgueiras;413667;-82000
Ejmiatsin;401728;442925
Tokoname;348865;1368323
Balancan;178000;-913500
Lambayeque;-67000;-799000
Sunshi;387631;1164876
Dumanjog;100500;1234833
Iskitim;546400;833061
Guarabira;-68550;-354900
Palm Beach Gardens;268466;-801679
San Pedro;-242196;-648700
Date;378191;1405630
Mulbagal;131635;783935
Ma'erkang;319046;1022167
Moncalieri;450005;76848
San Fernando;-345833;-709833
Kokawa;342664;1353653
Serres;410833;235500
Jiantang;278205;997043
Royal Oak;425084;-831539
Ishikari;431667;1413167
Punta Alta;-388800;-620750
Biguacu;-274939;-486558
La Gomera;140833;-910500
Kosai;347184;1375316
Pebane;-172667;381667
Nyagan;621333;653833
Satrovka;399319;489203
Stalowa Wola;505667;220500
Melchor Ocampo;197083;-991444
Samana;192000;-693167
Hunsur;123036;762927
Huaniu;345658;1058215
Antsalova;-186667;446167
Matamey;134000;86000
Blue Springs;390124;-942721
Fredericton;459636;-666431
Choshi;357346;1408268
Shoreline;477564;-1223426
Togane;355599;1403661
Avila;406500;-46833
Gengzhuangqiao;374453;1149804
Tonsberg;592981;104236
Tanauan;111167;1250167
Chivilcoy;-349000;-600167
San Luis;185500;-697000
Pula;448703;138456
Bakwa-Kalonji;-43500;207200
Tikhvin;596500;335333
Midwest City;354630;-973710
Benslimane;336167;-71167
Lonavale;187481;734072
New Corella;75866;1258237
Pradera;34167;-761667
Abington;401108;-751146
Gaspar;-269308;-489589
Roermond;512000;59833
Bowie;389549;-767406
Jackson;400980;-743578
Mizuho;353918;1366909
Zempoala;199167;-986667
Xiezhou;349124;1108517
Hameln;521000;93667
Apex;357237;-788743
Ambahikily;-216000;436667
Kawthoung;99833;985500
Meleuz;529500;559333
Khlong Luang;140647;1006458
Allanmyo;193783;952279
Samalkot;170531;821695
Zivinice;444500;186500
Aleksin;545167;371000
Berezovskiy;569000;608167
Ping'an;365020;1021082
Kalna;232200;883700
Naugaon Sadat;289833;784167
Qianwu;221635;1132217
El Cerrito;36667;-761667
Santa Maria;65500;1254667
Mogoditshane;-246333;258667
Kothapet;193333;794833
Keonjhargarh;216300;855800
Ciudad Cuauhtemoc;221833;-978333
Bedzin;503333;191167
Tikhoretsk;458667;401333
Grand-Popo;62833;18333
Unjha;238000;724000
Biala Podlaska;520333;231167
Orito;6661;-768708
Jasaan;86500;1247500
Qunghirot;430704;589000
Minokamo;354402;1370157
Sira;137450;769090
Tiruvallur;131231;799120
Macherla;164800;794300
Meerbusch;512667;66667
Campo Alegre;-97819;-363508
Queen Creek;332454;-1116173
Pavlovo;559667;430667
Kandukur;152167;799042
Jerez de Garcia Salinas;226481;-1029903
Diriamba;118564;-862403
Floriano;-67669;-430228
Krasnotur'insk;597733;601853
Leander;305728;-978618
Salsk;464833;415333
Monte Plata;188100;-697900
Moknine;356333;109000
Milagros;122192;1235089
Bartlett;352337;-898195
Beni Enzar;352667;-29333
St. Cloud;282363;-812779
Wiwili;136197;-858183
Binalonan;160500;1206000
Alangalang;112061;1248478
Santiago Tuxtla;184654;-953000
Cosquin;-312436;-644653
Nova Odessa;-227797;-472962
Uson;122253;1237834
Ponte Nova;-204158;-429089
Kettering;396956;-841494
Icara;-287128;-493000
Buluan;67154;1247854
Yanam;167333;822167
Foumbot;55000;106333
Bail-Hongal;158137;748589
La Plata;23900;-759075
Hagonoy;66833;1253000
Cuvelai;-156667;158000
Gorlitz;511528;149872
Uki;326450;1306864
Frankfurt (Oder);523419;145517
Richards Bay;-287694;320594
Kedzierzyn-Kozle;503500;182000
Sankt Augustin;507700;71867
Barwani;220300;749000
Sendhwa;216847;750953
Eldorado;-264000;-546333
M'diq;356858;-53253
Stolberg;507667;62333
Coruripe;-101258;-361758
Riosucio;74406;-771189
Sattenapalle;163962;801497
Bobbili;185667;833667
Ipele;71333;56667
Irpin;505167;302500
Krymsk;449233;379806
Parker;395084;-1047753
Andradina;-208958;-513789
Kudamatsu;340167;1318667
St. Peters;387825;-906061
Huaixiangcun;224817;1110542
Mora;100088;-840216
Nova Esperanca;-67333;159000
Azzaba;367333;71000
Nasirabad;263000;747300
Bulungu;-45500;186000
Weymouth;421981;-709466
Foligno;429500;127000
Gudalur;115014;764916
Shicun;385383;1161096
Sarapiqui;104853;-839362
Talagante;-336667;-708667
Vrindavan;275800;777000
Pacos de Ferreira;412667;-84000
Eschweiler;508167;62833
Borujen;319678;512894
Kan'onjicho;341272;1336614
Guaimaro;210589;-773478
Ribnita;477667;290000
Lunglei;228800;927300
Moramanga;-189469;482303
Maricopa;330408;-1120011
Raxaul;269833;848500
Dehdasht;307950;505644
Alvarado;187811;-957572
Manfredonia;416333;159167
General Pico;-356667;-637333
Langenhagen;524394;97400
Semara;267394;-116703
Lian;140333;1206500
Bura;31722;421411
Neryungri;566833;1246667
Moreno;-81186;-350922
Chini;233916;1130755
Tiwi;134585;1236805
Tama;344886;1339486
Oosterhout;516431;48569
Puerto Boyaca;60000;-744167
Cuemba;-121500;180833
Ramon;167833;1215333
Gangarampur;254000;885200
San Pedro Sacatepequez;146862;-906423
Poblacion;104667;1239667
Den Helder;529333;47500
Paombong;148311;1207892
Bagheria;380833;135000
Talegaon Dabhade;187200;736800
Verviers;505833;58500
Kharar;307400;766500
Lagonoy;137353;1235208
Acambay;199539;-998431
Alcobaca;395528;-89778
Nedumangad;86033;770028
Waiblingen;488303;93169
Ixtahuacan;154167;-917667
Jacunda;-44508;-491158
Linares;380833;-36333
Basey;112817;1250683
Murakami;382240;1394800
Lenexa;389609;-948018
Cuneo;443833;75500
Colomba;147167;-917333
Tilakpur;285278;811189
Tivoli;419667;128000
Athieme;65833;16667
Highland;341113;-1171650
Kandi;239595;880402
Viseu;-11969;-461400
Anjangaon;211500;772800
Ar Riqqah;291489;481057
Pangantocan;78331;1248294
Taquaritinga;-214058;-485050
Mengla;214866;1015639
Salgueiro;-80669;-391222
Cui'erzhuang;382897;1165472
Placer;118689;1239167
Diglipur;132667;930000
Nogata;337417;1307322
Opava;499381;179044
Libungan;72500;1245167
Khash;282211;612158
Ajodhya;268036;822006
Manicore;-58089;-613000
Taybad;347400;607756
Trani;412667;164167
Kengri;129122;774827
Hohoe;71490;4746
Bianyang;256194;1065350
Bartolome Maso;201686;-769428
Tome-Acu;-24189;-481519
Mount Prospect;420641;-879375
Lake Havasu City;345006;-1143113
Hassa;367994;365178
Magsaysay;67667;1251833
Kut-e `Abdollah;312414;486525
Registro;-244878;-478439
Belampalli;190756;794881
Amealco;201881;-1001439
Amarante;412667;-80667
Shali;431500;459000
Ropar;309664;765331
Periya Semur;113700;776908
Winneba;53500;-6250
Araci;-113328;-389669
Mota;110833;378667
Gulariya;282056;813472
Monte Alegre;-20078;-540689
Oke-Mesi;78167;49167
Pithoragarh;295800;802200
Zgierz;518500;194167
Pila;142333;1213667
Blainville;456700;-738800
Tursunzoda;385108;682303
Takizawa;397347;1410771
Finote Selam;107000;372667
Limoeiro do Norte;-51458;-380978
Xinqing;482363;1295059
Bihac;448167;158667
Frejus;434330;67370
Sarikei;21256;1115219
San Andres Villa Seca;145667;-915833
Diffun;165936;1215025
Irati;-254669;-506508
Urbiztondo;158227;1203295
Xanthi;411333;248833
Zarrin Shahr;323897;513767
Antratsyt;481167;390833
Khan Shaykhun;354389;366511
Longmen;356119;1105746
Acul du Nord;196833;-723167
Lozova;488892;363161
Bisceglie;412431;165053
Quezaltepeque;138333;-892667
General Tinio;153500;1210500
Nyenga;3800;331500
Intibuca;143167;-881667
Rangewala;308222;742611
Nawucun;220039;1105874
Yongqing;347522;1061312
Viramgam;231200;720300
Frydek-Mistek;496856;183506
Union;421258;-760329
Ambilobe;-132000;490500
Siliancun;227155;1113163
Tinley Park;415670;-878049
Bambang;163872;1211075
Tsevie;64333;12167
Boituva;-232833;-476722
Baden-Baden;487628;82408
Portimao;371369;-85383
Lingen;525231;73231
Wangguanzhuang;370183;1155773
Volzhsk;558703;483561
Hoogeveen;527333;64833
Changling;442700;1239900
Hidaka;359078;1393391
Toki;354192;1371832
Madhupur;242600;866500
Catu;-123497;-383831
Parsippany-Troy Hills;408601;-744237
Xiva;413833;603667
Narbonne;431836;30042
Batac;180554;1205649
Hashtgerd;359619;506800
Jaru;-104389;-624664
Gus'-Khrustal'nyy;556167;406833
Asadabad;347825;481186
Tucano;-109628;-387869
Xihu;239594;1204800
Atchampeta;155412;789503
Umm Ruwaba;129046;312079
Rengo;-344167;-708667
La Roche-sur-Yon;466705;-14260
Ovar;408667;-86333
Tuyserkan;345481;484469
DeSoto;325992;-968633
Martin;490650;189219
Apatity;675667;334000
Azul;-367833;-598500
Taua;-60028;-402928
Bhongir;175100;788900
Mulanay;135222;1224042
Zile;403000;358833
Asturias;105679;1237172
Narutocho-mitsuishi;341667;1346167
San Agustin Acasaguastlan;149500;-899667
Sacapulas;152892;-910892
Mercedes;141093;1230109
Limoeiro;-78750;-354500
Monte Mor;-229467;-473150
Chicopee;421764;-725719
Canterbury;512800;10800
Namakkal;112167;781667
Corby;524877;-7013
Ghatal;226700;877200
El Banco;89983;-739747
Kuala Kapuas;-30013;1143916
Manapla;109580;1231230
Buthidaung;208667;925333
Pulheim;510000;68000
Belen de Escobar;-343333;-588167
Madison;347114;-867626
Harpanahalli;147877;759886
Schweinfurt;500500;102333
Horizonte;-40989;-384958
Khorramdarreh;362072;491992
Villarrica;-392667;-722167
Porirua;-411333;1748500
West Haven;412739;-729672
Jaguaquara;-135308;-399708
San Remo;438175;77750
Mangrol;211200;701200
PortoAlexandre;-158000;118500
Tonekabon;368164;508739
Hyeres;431199;61316
Yamasa;187667;-700167
Smyrna;338633;-845168
Rolim de Moura;-117254;-617778
Aurora;440000;-794667
Bitonto;411167;166833
Ottappalam;107700;763800
Wylie;330362;-965161
Barbalha;-73050;-393019
Taliwang;-87336;1168667
Pallini;380000;238833
Challakere;143120;766510
Vannes;476559;-27603
Polur;125000;791300
Puttur;134500;795500
Diamond Bar;339992;-1178161
Songlindian;394100;1159235
San Isidro;153097;1209069
Chonthrhu;324865;759941
Hattingen;513992;71858
Bad Homburg;502167;86000
Pombal;399161;-86281
Christchurch;507300;-17800
Hervey Bay;-252900;1528400
Islampur;262700;882000
Modica;368672;147614
Apple Valley;447457;-932004
Dompu;-85364;1184633
Agbangnizoun;70667;19667
Chino;359955;1381588
Punganuru;133667;785833
Bavaro;187167;-684500
Juruti;-21519;-560919
Eqbaliyeh;362314;499258
Acipayam;374250;293539
Nandod;218706;735028
Konan;350000;1360833
Santa Cruz;102358;-856408
Carigara;113000;1246833
Funato;342500;1353167
Zhushan;236889;1207289
Ucuma;-128500;150667
Santa Isabel;-233158;-462208
Dikwella South;59667;806833
Oxchuc;167833;-922833
Ojok-tong;402167;1245333
Khurai;240437;783301
Ensenada;-348644;-579103
Keighley;538670;-19110
Estancia;114500;1231500
Bilis Qooqaani;2822;417144
Huaishu;380828;1150591
Cajica;49167;-740333
Vicosa do Ceara;-35619;-410919
Pontevedra;103667;1228833
Porto Ferreira;-218539;-474789
Indaial;-268978;-492319
Alenquer;-19419;-547378
Sara;112500;1230167
Pinto;402500;-37000
Barreirinhas;-27469;-428258
Liushi;385445;1157460
Baguanos;207631;-760297
Bradenton;274901;-825757
Minamiuonuma;370655;1388761
Brookhaven;338743;-843314
Sakurai;345167;1358500
Santa Cruz;134833;1220333
Luquembo;-107333;178833
Wayne;409481;-742453
Kasaragod;125000;750000
Sohna;282500;770700
Mali;231277;1047029
Hacienda Heights;339970;-1179727
Sarpsborg;592858;111119
Barranqueras;-274833;-589333
Annaka;363263;1388871
Kampen;525500;59167
Cholet;470600;-8783
Manhattan;391886;-966048
Xielu;370359;1156922
Tiruvalla;93856;765756
Taquara;-296508;-507808
Terneuzen;513333;38333
Dandarah;261681;326561
Chota;-65614;-786486
Tigard;454237;-1227845
Monte Santo;-104378;-393328
Saruhanli;387342;275658
Samana;301500;761900
Jinchang;384858;1129643
Masinloc;155333;1199500
Teramo;426589;137039
San Manuel;160656;1206667
Ostroleka;530667;215667
Bad Salzuflen;520833;87467
Sagar;141667;750333
Antanifotsy;-196800;473300
Rahuri;193800;746500
Manjeri;111197;761310
Kizilpinar;412667;279667
Sidhi;244200;818800
Chenab Nagar;317528;729222
Dayin;389358;1157102
Nihonmatsu;375849;1404312
Trento;80459;1260614
Cava de' Tirreni;407000;147000
Jalapa;139222;-861253
Montesilvano;425142;141494
Tapas;112622;1225369
Mbulungu;-60667;219000
Umm Qurun;252500;513732
Nordhorn;524319;70678
Sao Jose do Rio Pardo;-215958;-468889
Shidong;236193;1120701
Kotka;604667;269417
Sabbashahr;355833;511167
Cornillon;186667;-719500
Qingan;468719;1275118
Javanrud;348067;464886
Palmaner;132007;787468
Huixtla;151000;-925333
Chaozhou;225500;1205333
Parvatipuram;187800;834250
Minalabac;135700;1231844
Tlacotepec;186882;-976489
Popesti-Leordeni;443800;261700
Sado;380183;1383683
Siena;433183;113314
El Rama;121617;-842194
Piekary Slaskie;503833;189500
Jalor;253500;726167
Kaliyaganj;256300;883200
Hanyu;361726;1395485
Cachoeiras de Macacu;-224628;-426528
Bandar-e Torkaman;369017;540708
Tarma;-114186;-756908
Yucaipa;340336;-1170429
Bristol;401216;-748667
Zarafshon Shahri;416081;642264
Xingcheng;401399;1183030
Valle del Guamuez;4253;-769053
Vikarabad;173300;779000
Ruteng;-86127;1204630
Manglaur;298000;778700
Hashtpar;378008;489036
Ankadinondry-Sakay;-190000;464639
Daudnagar;250300;844000
Rotorua;-381378;1762514
Ixhuatlan de Madero;206833;-980167
Narva;593758;281961
Peabody;425335;-709725
Barra;-110889;-431419
Tokmok;428333;752833
Mansala;159417;774281
Bir Ali Ben Khalifa;347339;101000
Ban Om Noi;137001;1003241
Zhigulevsk;533997;494953
Umred;208500;793300
Titay;78703;1225594
Southaven;349514;-899786
Apopka;287015;-815316
Tagkawayan;139667;1225333
Cheddra;134428;160508
Acara;-19608;-481969
Baduria;227400;887900
Juanjui;-71802;-767265
Avellino;409167;147889
Sultanganj;252460;867380
Dholka;227200;724700
Goalpara;261700;906200
Cuenca;400667;-21500
Puerto Libertador;79067;-756733
Horizon West;284417;-816146
Cabagan;174333;1217667
Millcreek;420859;-801194
Ghoriyan;343400;614700
Chilibre;91500;-796200
New Plymouth;-390578;1740742
Patancheruvu;175333;782645
Chystiakove;480219;386264
Ashta;230175;767221
Tuni;173500;825500
Severn;391355;-766956
Liski;509667;395167
Neustadt;493500;81500
Markala;136739;-60750
Tres Pontas;-213669;-455128
An Nimas;191200;421300
Jaggayyapeta;168920;800976
Chenaran;366456;591211
Svobodnyy;514000;1281000
Salo;603861;231250
Impasugong;83028;1250014
A Yun Pa;133939;1084408
Bacaadweyn;71917;475258
Santo Domingo;225833;-802383
Colton;340538;-1173255
Bijar;358729;475993
Kentwood;428852;-855926
Magpet;71167;1251167
Kitaotao;76406;1250086
Passau;485744;134647
Zongo;43433;185928
Sao Francisco do Sul;-262428;-486378
Sao Francisco;-159489;-448639
Hamada;349000;1320833
Zaragoza;154492;1207933
Sibonga;100333;1235667
Pasacao;135103;1230419
Minnetonka;449322;-934598
Kongoussi;133333;-15333
Ajuy;111725;1230196
Wheaton;418561;-881085
Huesca;421333;-4167
Cangola;-79667;158667
Port Shepstone;-307500;304500
Devakottai;99976;786862
Elda;384789;-7967
Marco de Canavezes;411833;-81500
Dauis;96250;1238650
Tilhar;279800;797300
Krasnokamsk;580833;556833
Upata;80204;-624100
Colmenar Viejo;406589;-37658
Al Majaridah;191167;419167
Wetzlar;505667;85000
Guiuan;110300;1257300
Velletri;416667;127833
Enerhodar;474989;346558
Frechen;509167;68167
Shahpur;167000;768300
Zhangjiazhuang;381753;1147395
Cambundi Catembo;-100756;175569
Encarnacion de Diaz;215167;-1022333
West Sacramento;385557;-1215505
Anzio;414472;126283
Naka;364574;1404868
Acireale;376167;151667
Dongshan;246319;1217539
Lakhminia;254126;863253
Morondava;-202847;443175
Lucban;141133;1215569
Porto Feliz;-232150;-475239
Frutal;-200250;-489408
Casa Grande;329069;-1117624
Thermi;405500;230167
Gudermes;433500;461000
Guernica;-349167;-583833
Pirapora;-173478;-449436
San Manuel;153333;-879167
Rumia;545667;184000
Yangmei;228728;1127802
Dangila;112667;368333
Mutsu;412928;1411836
Barbosa;64390;-753330
Xincheng;399883;1124673
Normal;405217;-889884
Olimpia;-207369;-489150
Santo Estevao;-124300;-392508
Pryluky;506000;324000
Puttur;127648;751842
Barobo;85292;1261217
Molave;80933;1234850
Vertientes;212569;-781492
Yaozhuangcun;309113;1209573
Capivari;-229950;-475078
Sao Bento do Una;-85228;-364439
Buenavista;107000;1226333
Howell;401819;-741976
San Jacinto;337970;-1169916
Aurora;79484;1235819
Akbou;364667;45333
Tame;64667;-717333
Cangucu;-313950;-526758
Irinjalakuda;103514;762178
Acu;-55769;-369089
Karlovac;454833;155500
Vyksa;553167;421667
Woerden;520833;48833
Kalamata;370378;221111
Asuncion Mita;143333;-897167
San Bartolome;279254;-155726
Novato;380920;-1225575
Mladenovac;444333;207000
Leopoldina;-215319;-426428
San Severo;416951;153793
Acopiara;-60950;-394528
Sagua la Grande;228086;-800711
Hamtic;107000;1219833
Mandi Dabwali;299477;747322
Pasaje;-33269;-798049
Pinellas Park;278589;-827078
La Ceja;60306;-754317
Simojovel de Allende;171333;-926167
Padre Garcia;138833;1212167
Roskilde;556500;120833
Galveston;292484;-948913
Edina;448914;-933602
Ahlen;517633;78911
Arsenyev;441667;1332500
Panjakent;395000;676167
Kleve;517900;61400
San Estanislao;-246500;-564333
Venkatagiri;139667;795833
Kelaa Kebira;358667;105333
Neibu;226500;1205875
Hyosha;6975;295197
`Aliabad-e Katul;369083;548689
Jiaganj;242300;882700
Sihor;217000;719700
Sison;161667;1205167
Mafra;-261108;-498050
Lorica;92419;-758160
Lower Paxton;403183;-767983
Chone;-6833;-801000
Tomiya;384000;1408833
Imaricho-ko;332667;1298833
Bani;161869;1198592
Jangaon;177227;791518
Usa;335320;1313495
Kobryn;522167;243667
Koraput;188120;827105
Herriman;404899;-1120170
Mongagua;-240869;-466289
Clorinda;-252833;-577167
Elyria;413760;-821060
San Joaquin;106000;1220833
Wolfenbuttel;521622;105369
Poprad;490594;202975
Krasnokamensk;501000;1180333
Tutoia;-27619;-422739
Canoinhas;-261769;-503900
Uniao da Vitoria;-262300;-510858
San Jose Villa de Allende;193747;-1001475
Malkara;408933;269042
Capitao Poco;-17450;-470650
Fatwa;255096;853050
Granadilla de Abona;281167;-165833
El Tumbador;148667;-919333
Grand Island;409218;-983586
Minami-Soma;376422;1409573
Thongwa;167547;965193
San Miguel Ixtahuacan;152500;-917500
Huaiyang;377558;1145364
Bargny;146939;-172336
Alesund;624740;61582
Burauen;109833;1249000
Piaseczno;520667;210167
Ibajay;118211;1221617
Naguilian;165333;1204000
Torrelavega;433531;-40458
Jiyyammavalasa;187900;836010
Sironj;241000;777000
Granja;-31200;-408258
Kahnuj;279500;577000
An Nabk;340167;367167
Miyakojima;248056;1252811
Bato;133578;1233678
Horishni Plavni;490167;336667
Bad Kreuznach;498500;78667
Pacora;90800;-792800
Mandamari;189822;794811
Sertolovo;601500;302167
President Roxas;71544;1250558
Baskale;380475;440150
Lacey;470462;-1227933
Claveria;86100;1248947
Qabqa;362667;1006167
Bentonville;363547;-942305
Caetite;-140689;-424750
Cihanbeyli;386581;329281
Methuen Town;427340;-711889
Victoria;131719;1212756
Vyazma;552107;342912
Alaminos;140635;1212451
Boa Viagem;-51278;-397319
Tamboril;194800;-706000
Diu;207150;709844
Bikramganj;252107;842551
Phaltan;179800;744300
Pordenone;459500;126500
Glendora;341449;-1178467
Tekkekoy;412125;364569
Marechal Deodoro;-97100;-358950
Rincon de la Victoria;367167;-42833
Smyrna;359687;-865264
Sape;-70950;-352328
Girardota;63764;-754473
Florissant;387996;-903269
Ibbenburen;522778;77167
Ambohibary;-196167;471500
Navirai;-230650;-541908
Taxco de Alarcon;185564;-996050
Leon;107808;1223894
Stratford;412070;-731305
Delmiro Gouveia;-93858;-379958
Roman;469300;269300
Plaisance;196000;-724667
Villareal;399378;-1014
Civitavecchia;421000;118000
Welland;429833;-792333
Khurda;201833;856167
Basankusu;12222;198028
Novovolynsk;507333;241667
Cangandala;-97833;164333
Delano;357662;-1192635
Thomazeau;186500;-721000
Abdul Hakim;305500;721328
Cruz del Eje;-307333;-648000
Portel;-19358;-508208
Kannapolis;354764;-806408
Burla;215098;838726
Belorechensk;447686;398733
Hoffman Estates;420640;-881468
Buique;-86233;-371564
Tundla;272000;782800
Chajul;154872;-910347
Belle-Anse;182333;-720667
Santa Eulalia;157333;-914586
Sagua de Tanamo;205858;-752417
Ampanihy;-246833;447500
Yendi;94324;-43
Beaumont;339076;-1169766
Gadarwara;229235;787849
Albu Kamal;344536;409367
Wangjiazhai;266895;1048043
Izumi;320833;1303500
Bar Bigha;252186;857332
San Onofre;97333;-755333
Trinidad;218042;-799831
Pola de Siero;433833;-56500
Khattan;333700;755200
Zangareddigudem;171229;812953
Dungu;36167;285667
Kalpi;261200;797300
